书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
捐赠,行行,类型出错页面为20,10,,
求书，缺书登记,行行,类型出错页面为20,10,,
了无痕：报人读史礼记五集,田东江,类型出错页面为20,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1fiuhTStG2pdMBDu9w8GQHA
历史上的企业家精神：从古代美索不达米亚到现代,戴维•兰德斯,类型出错页面为20,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1AeQ0oHEix_xN7U_NAHPWSg
秘密之书：凯巴莱恩,三位隐士,类型出错页面为20,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1dxobqCp6K9ungFj9pZEFzg
模型思维,斯科特•佩奇,类型出错页面为20,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/17NwPr8ny7S7uDB0kSG_Vag
魔鬼与福尔摩斯,戴维·格兰,类型出错页面为20,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1hgsdJm6cHc2j6UCf2P7BfQ
复盘+：把经验转化为能力（第2版）,邱昭良,类型出错页面为20,6.1,百度网盘(提取码:6666),https://pan.baidu.com/s/17xoo9jGImQxWWNfUtYTWsQ
爱因斯坦的梦,阿兰·莱特曼,类型出错页面为20,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1w_JKlv9zwt6xJQgxbXwZ6A
The Devil and Sherlock Holmes： Tales of Murde,David Grann,类型出错页面为20,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1tGkfQgNb6m9GKDyS8oOqPQ
Crashed：How a Decade of Financial Crises Chan,Adam Tooze,类型出错页面为20,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1TAwpQ31yykt4B4hIt0suTg
罪案迷城：消失的女高中生,张瑞兴,类型出错页面为20,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1pL7B3GGlKeWCkV4_ewbgKQ
悬崖山庄奇案,阿加莎·克里斯蒂,类型出错页面为20,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1U2-2IvJzqYZKA5_zDTHeow
要件审判九步法,邹碧华,类型出错页面为20,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1R-LKONbWR7VZbKqQt9IWzg
一瓣河川,雨楼清歌,类型出错页面为20,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1Vuxf1eGHA9EHJs1WYBAkog
一粒糖,丰子恺,类型出错页面为20,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1Y1EVmPERltGz3JrJMAObqw
走过西藏,马丽华,类型出错页面为20,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1WW6amzE0n-XswmHbQXdgtQ
心理学导论,张林,类型出错页面为20,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1z-pFRoFJi2idc87DQDgfqQ
我们为什么离正义越来越远,熊逸,类型出错页面为20,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1YRXoXp9BSEWGc4M39fcNVQ
司马懿的崛起：从军师到权臣,潘彦明,类型出错页面为20,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1l9_ioZW5iaobrIdYVgLIkw
生活中的逻辑学,张绵厘,类型出错页面为20,6.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1_yahRyky0Lt1Qyn0raWO_g
沙门空海之大唐鬼宴4：不空,梦枕貘,类型出错页面为20,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1fzWC7qpq4Y0TsQFn9YtnUg
如何正确吵架：发掘问题、解读渴望、创造幸福的伴侣沟通术,朱迪斯·莱特,类型出错页面为20,7.4,百度网盘(提取码:6666),https://pan.baidu.com/s/14kipZomEmnNcNp6C1LOloQ
全脑优势：提升财富与职业的稀缺能力（第二版）,奈德•赫曼,类型出错页面为20,7.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1kR_OxmkTe8oNYyRwo-fKbw
