书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
法国文明史(1) ,基佐,类型出错页面为40,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1qQaF8vNJ8M8y6cSMR15lnQ
高频交易员,迈克尔•刘易斯,类型出错页面为40,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1zjkanTW7Brk7a4pUddL5UA
高效忍者：压力小、效率高、不糟心的工作艺术,格雷厄姆·阿尔科特,类型出错页面为40,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/15bnm9dmYU_otQoCW0q5HbQ
构建量化动量选股系统的实用指南,卫斯理•R.格雷,类型出错页面为40,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1C-J5YtQLwoUuuoFGQasdQw
股市心理博弈,约翰·迈吉,类型出错页面为40,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/13gAmZZzoMDVRO2k0icX2QA
邓普顿教你逆向投资：牛市和熊市都稳赚的长赢投资法,劳伦C•邓普顿,类型出错页面为40,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1vvrGfbKhbPNgJcWB45dIQg
戴维·朗德里波段交易法则,戴维·朗德里,类型出错页面为40,6.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1hbUSlP6e4DKKN7EY-Nshnw
大生意人7：结局,赵之羽,类型出错页面为40,9.1,百度网盘(提取码:6666),https://pan.baidu.com/s/18c_xZ0tubSxqWhZOe7RKSQ
存在与事件,阿兰·巴迪欧,类型出错页面为40,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/15YsYj3X7QD4FBBLPfvDYcQ
从头到脚说健康,曲黎敏,类型出错页面为40,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1mwHywK6loFrR_jHfQG0sog
成长型思维训练,安妮·布洛克,类型出错页面为40,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1ncaMm9xutZe_dkbIKgIgJQ
成为极少数,李栩然,类型出错页面为40,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1iaplKi8WhTzss2kwpd5Gqw
变化的位面,厄休拉·勒古恩,类型出错页面为40,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1cAOQpBLrMiOChZ1N__5GGA
边缘计算方法与工程实践,张骏,类型出错页面为40,1,百度网盘(提取码:6666),https://pan.baidu.com/s/11diRSDT1SQXKXfvF_hStSA
熬：极地求生700天,阿尔弗雷德·兰辛,类型出错页面为40,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1HNdGGe8-wEuani5TA0-5Eg
看不见的爱,埃里克-埃马纽埃尔·施米特,类型出错页面为40,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1TVJmD-9XMnCOguiZ3Jm6oQ
精准努力,野口真人,类型出错页面为40,6.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1pe2fEjMz-1frNcg4UP_jMA
精力管理手册,张萌,类型出错页面为40,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1NThmrTrI8fsjTt6dMg0-Tw
布罗岱克的报告,菲利普·克洛代尔,类型出错页面为40,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1jAUbYJ5EgO9n-FZKdkaxIg
爱尔兰人,查尔斯·勃兰特,类型出错页面为40,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1fPiLbriciLCvKTdry41lHg
用得上的商学课,路骋,类型出错页面为40,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1WUw8lV61gGKXdBr_B1c26Q
用事实说话：透明化沟通的8项原则,马克·墨菲,类型出错页面为40,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1Yy2SvtMZ5Rg8Z2afZ66wQw
组织能力的杨三角,杨国安,类型出错页面为40,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/139aDQtNBmc9VSGJuiwfPOg
造彩虹的人,东野圭吾,类型出错页面为40,6.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1Lul0L38oSoaB_IJPHeKhew
说天国：洪秀全真相,陶短房,类型出错页面为40,6.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1GFytSQD4AxnC3JZ27rDBOQ
