书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
自我营销七堂课,黄欢,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1qXEDEcW
营销革命,艾·里斯,广告_营销_销售,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1oxZy-HeM1l3zB1SYwHCmVw
显而易见：终结营销混乱,杰克·特劳特,广告_营销_销售,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1fmTtCtNibwP8ObSze99yZg
新闻学概论(第4版),李良荣,广告_营销_销售,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1NM1sTeTinQ-YrWeJy7MqCg
新闻理论十讲,陈力丹,广告_营销_销售,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1cPjdR1srVkTHf3pW_b7wtQ
顾客中心化,彼得·法德,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1jI1868I
特劳特营销十要,杰克·特劳特,广告_营销_销售,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1P2omsR5sv5vOqFUwvafk1Q
超级符号就是超级创意,华杉、华楠,广告_营销_销售,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1MPTPreDiA9zGxRDqMr1oSg
微力无边：一部微博前传•半部营销后传,杜子建,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1jIBHs1o
一本书读懂销售心理学,李昊轩,广告_营销_销售,5.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1P_G5xGd2oLnSWd8odrsPlw
销售就是要搞定人,倪建伟,广告_营销_销售,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1KaEGSCYA_293pFTlikz0Pw
我的第一本漫画销售书：经典销售场景109例,张小琴,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1hsHReU4
微信营销与运营：策略、方法、技巧与实践,王易,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1eS4xUQQ
怎样卖龙虾,比尔·毕晓普,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1ge73iZx
App营销解密：移动互联网时代的营销革命,程成、曾永红、王宪伟、彭盾,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1dFtAaVB
广告人手记,叶茂中,广告_营销_销售,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1cPHeBqLFE6DWXrw1YKWvyg
