书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
魔鬼物理学（套装3册）,詹姆斯 • 卡卡里奥,科普,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1fZHZLjIOqQUmKGtJw7bZIw
宇宙最初三分钟,史蒂文.温伯格,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1RB6e_qI6IyOQm4fgUREYew
规模：复杂世界的简单法则,杰弗里·韦斯特,科普,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1KI37Z6fstxeyoa5XJiPZQw
《三体》中的物理学,李淼,科普,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1zo4_x9b-qz6J3D_DxYpB7w
上下百亿年：太阳的故事,卢昌海,科普,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1y6Yzu5FQChRKhjqhdVocEw
思维简史,伦纳德•蒙洛迪诺,科普,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/14d6eqUqmO0KmKYslwaj9Wg
精子战争,罗宾・贝克,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1MB4u4MLsa_aT9LuVrRk0Hg
植物知道生命的答案,丹尼尔•查莫维茨,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1lWdQpbM-bbZmLc4VsKSVFQ
给世界的答案,斯蒂芬•温伯格,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1nGF85wFr4n-8vV_fYrCPGg
超越时空,加来道雄,科普,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1rv6aUEOkTQEuWmUaNhdtkQ
医学的真相：如何在不确定信息下做出正确决策,悉达多·穆克吉,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1oByMAFcEb2omU98NJeiBMA
诗意的原子：8种连结你和宇宙万物的无形元素,科特·施塔格,科普,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1eueIXwbLxBVkzVTkJZpBVA
性爱圣经,立闻达,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1jJwSfGi
种子的胜利：谷物、坚果、果仁、豆类和核籽如何征服植物王国，塑造人类历史,索尔·汉森,科普,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1MOGgGxj7ItnBTioGnWy72Q
大设计,斯蒂芬·霍金,科普,8,百度网盘(提取码:6666),https://pan.baidu.com/s/18jO4Ai_jqEAhE3GwKawTDA
魔鬼数学：大数据时代，数学思维的力量,乔丹•艾伦伯格,科普,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1V1lFmIWxXsJBi_Qac32f2A
地理学与生活,阿瑟·格蒂斯,科普,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1vdm0VT4PBfppStFfBEm5IA
鬼故事都是骗人的：惊悚灵异诡怪背后的科学真相,史钧,科普,7,百度网盘(提取码:6666),https://pan.baidu.com/s/18CxE5msbzDmsC53FWVeTLA
通向实在之路：宇宙法则的完全指南,罗杰·彭罗斯,科普,9.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1phClPboufKj-q0PKMiYrkg
大脑使用指南：其实你活在大脑创造的虚拟世界里,赵思家,科普,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1nuNlyLN
生命的未来,爱德华 · 威尔逊,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1jHLS3ga
外星人就在月球背面2,李卫东,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1c1OMCa0
蚂蚁之美：进化的奇,冉浩,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1kURqhIB
科舟求健：方舟子谈健康,方舟子,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1ge3HLDL
机械宇宙：艾萨克·牛顿、皇家学会与现代世界的诞生,爱德华·多尼克,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1o8DTa0i
生活中的毒理学,史蒂芬·吉尔伯特,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1slCygix
时间简史续编,史帝芬·霍金,科普,0,百度网盘(提取码:6666),https://u18798378.ctfile.com/dir/18798378-30717976-0a8c84/
千亿个太阳,鲁道夫·基彭哈恩,科普,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1F-J-lAJVlpqqTVNRkv4Fbw
柔软的宇宙：相对论外传,吴京平,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1kUBDclp
看穿一切数字的统计学,西内启,科普,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1j3txZTdiNgshp6XnbXSvww
宇宙的历程,布赖恩·托马斯·斯怀默,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1eRK9DAi
生态文明视野下的循环经济立法研究,乔刚,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1dFj6pmp
失落的奥义：揭开人类世界核心机密的真相,陶淘,科普,6.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1vhllNNp4QQhmHtWMRUaReQ
极简宇宙史,克里斯托弗·加尔法德,科普,9.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1-WZPJGu2rUD-AyQRszqJjw
数学女孩1、2、3,结城浩,科普,8.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1FW_DpcI_vTTIjzCvJ8pLTg
外星人长得像人吗,迈克尔·舍默,科普,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1i5OeX2P
