书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
民企教父沈万三1、2、3、4,李蒙,小说,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1yOhT3DMvOcLUEV9PWCBz0g
兄弟我在义乌的发财史,Boss唐,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/173zHYOgrb5fa4J7ViUu7ww
玩笑,米兰 · 昆德拉,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1TN7N7N1k_74R-eEYCgvlSw
骚土,老村,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1k1UvJYayjPVp1ytwJB3pyw
双面胶,六六,小说,7.7,,https://pan.baidu.com/s/1evlFeUQnYH0EQMZ8l_B3Jw
花腔,李洱,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1TDR6Cm8EZfYd5Jx6tQ-rOQ
国术馆,徐皓峰,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1ap7hAEcqcKfKCUH0crmzNA
独家记忆,木浮生,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1wrBalSMz-2IkkhLJPl3kqg
大雪将至,罗伯特•泽塔勒,小说,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1flNXmUDz6EJq2ZaKxeTnFg
特战先驱,业余狙击手,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1isrQZVNect_9D4tXc8AR7A
边缘少年,简暗,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/16weCLEfBkVn0RRtKFnahSA
臥底,九把刀,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1teOE6rBzxyqxcVoJxSm6WA
绝对是个梦,亦舒,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/16djSQCMviRNy3loZ-fRSyg
黑水浒：吴闲云揭秘水浒传,吴闲云,小说,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1TeXXQzAPsWBN6aZbOEbA7g
琅琊榜之风起长林,海宴,小说,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1x7qZW7k90u4sRzmp711qRw
九月寓言,张炜,小说,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1p-9s_tlwUPB_6SSOKVarzw
阳谋为上,夏昕,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1QISkoxrexCTr-66yAFlNWw
海棠依旧：知否？知否？应是绿肥红瘦 完结版 全6册,关心则乱,小说,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1XQodRo7EPUo1mpF2X7f1kw
于无声处,高满堂,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1-9KEJar43NgllAGG82rDsg
暗卫,秦挽裳,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/10kC4PN8-qCJ--KGwvj1EdQ
战殇,周渝,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1jRJZtK6vMCrsG3T0f9pvdw
未名湖畔的爱与罚,逆旅主人,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/19lSbxRChzSIoryQvtMnEug
对白：文字、舞台、银幕的言语行为艺术,罗伯特·麦基,小说,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1_70PretS3PPSWISmJcRsew
裸猿三部曲（裸猿+人类动物园+亲密行为）,德斯蒙德·莫利斯,小说,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1ueK3J8vzqmQlRgQPp9PEtA
离婚,老舍,小说,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1npO_6uFIp9Ivavfn1-ZfQA
全民寂寞的美国 ：其实是一本美国平凡小镇生活观察笔记,比尔·布莱森,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1nFI9_M2cA1NXfRLifxFfGg
前门,高和,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1gdUI_Imt_h6Yuvub48dPNw
奇货套装（全八册）,唐小豪,小说,6.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1lA2i_hFNiRaB60waqgRRnA
位子,杨新城,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Now3fbAeH2Jkuh7YpMhrkQ
水在时间之下,方方,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1n5H-CGIsKABV0U9-c1lGdA
五大贼王（全七册）,张海帆,小说,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/16iOLXaofJ6pirCPcmGNbXA
高和,高和,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1UWFLYjemuFH-4-hSdyMsNA
张大小姐,洪晃,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/15Fg8RNVTVEJx_6KPa6hqiA
冷场,李诞,小说,6.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1frX0fdZgOeS8E6kpOizjOA
大约是爱（完结版+番外）,李李翔,小说,7,百度网盘(提取码:6666),https://pan.baidu.com/s/1MyZxlrPeQW_QXLuMXSmyYQ
坚硬如水,阎连科,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1m0_PpIfFUeTpwwvs_eVyIw
寂寞的游戏,袁哲生,小说,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/11PKadzCy5FOEBMB_LbFeBw
你的地铁阅读清单套装（全4册）,,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1CZA0rY8sqnHjWwpPFIpajA
断代,郭强生,小说,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1eWinlpP1Yk3KX5FZUA64Hw
深蓝的故事,深蓝,小说,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1kFXED_TKpcCLAkoltpo5Iw
铁梨花,严歌苓,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1zEhV3KHZIVc6VueFTJMhFQ
谈判,于扬利,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1yf5yehJy_8WWuEJXp3RwIQ
他与爱同罪,北倾,小说,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1uj-qth0_cjoZVzdOSyMszA
西夏旅馆（上、下）,骆以军,小说,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1WslXdprUxaE-V91CwKDmDw
天谴者,秦明,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1DRpqcd_MV-Cob1cG2A-99A
奇情寐语,白饭如霜,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1NsPiew5VQcHhGFfBe0ocFw
蕾蒂西娅，或人类的终结,伊凡·雅布隆卡,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1UfybYt1ItEXfLdZTj7Fvww
香椿树街故事,苏童,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1QZuV3HDxke8QasrFvGNDSg
空降热搜,顏涼雨,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/11Qk_y8l4C5sJ70hZNlSdQg
封锁,小白,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1vtL3ZKlEJKEs314nJiILHw
文化不苦旅,马伯庸,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1cmZllTUvRTHaYnSvhSJ1yg
权力密码：中国历史上神秘的谶言,世外老人,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1E_MyDYNZpdPq7eK7EdMirg
寻找无双,王小波,小说,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/18ZO6vhQmy2TbhtErjg3MjQ
奋斗者：侯沧海商路笔记,小桥老树,小说,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1I3IgcD-A0NjcrjcLYUTF9g
大地飞鹰,古龙,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1A66iPPpdMAT4fd8PrbeZXA
蹉跎岁月,叶辛,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1IM9PDb8udzlVU0eoCqwkmw
命若琴弦,史铁生,小说,8.9,百度网盘(提取码:6666),https://pan.baidu.com/s/14zsB2AOAHt1wNN4EsdDJmw
曹雪芹家的故事（全10册）-高阳,高阳,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1tMb7QilHpnDotKY2PNOLlQ
深空之下,最终永恒,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1ExnFbPLlz4MEG4ziTdYQ0Q
我的朋友陈白露小姐,海棠,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1xIepGD_KWzxnpHqgK0GGhA
我爱比尔,王安忆,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1JGqbTN_ZlUy7lWastp6-Eg
像唐诗一样生活,冉云飞,小说,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1ZZRQoDYxpO7EMdCZuXN_kw
狼行成双,巫哲,小说,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/14d_jLSZgJkKOvG0d3ILDRQ
国民老公带回家（完结番外全）,叶非夜,小说,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1eB7rdI7Pf-rulEjI7glRZQ
