书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
外星屠异,奥森·斯科特·卡德,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1IwXgJozqiyWpLyx8KKJ_Sg
饕餮娘子123部,佟婕,科幻_穿越,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1iPvvSya9IeVW_HTjL16ZGQ
低能儿收容所,艾萨克·阿西莫夫,科幻_穿越,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1Zo-X0HggkMWd36j4CFSFgQ
好兆头,尼尔·盖曼,科幻_穿越,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1NB63cRgU4WFrG4Q64NxgYA
猎魔人七部合集,安德烈·斯帕克沃斯基,科幻_穿越,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1QrPdG9qcblU2i3BPgHis0w
起风之城, 张冉,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1RwDFtWu-VFS-PLEd392iPg
AI迷航 2,肖遥,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1uO-_HP5Ft3K5wH9TYbzyOw
达尔文电波,格雷格·贝尔,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1ZRNxlTsf9nirkc9t9TPq2A
日本合众国,彼得·特莱亚斯,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1-Zf83HzYJrvH47J0XlSR5g
流浪地球,刘慈欣,科幻_穿越,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1Gl8uA_n5OfaaDUGQpRM7NQ
龙与地下铁,马伯庸,科幻_穿越,7,百度网盘(提取码:6666),https://pan.baidu.com/s/1ukROn2LXUo6z6UwR-vYnHw
家族八景,筒井康隆,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1PitAxR2YCQYgRAhSdUb5xg
光逝,乔治·R·R·马丁,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/12KrHGPkOls4u3Y4LKgJPVA
求魔,耳根,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1haW3ULbha9EwwLlPpCmJWw
魔印人（套装Ⅰ~Ⅲ）,彼得·布雷特,科幻_穿越,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1pU3lUWfR2zXuREYsvfSANQ
再生缘：我的温柔暴君,墨舞碧歌,科幻_穿越,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1MlWpg-6mv-s6VRdV9lcZKg
“圣杯神器”系列123：骸骨之城、灰烬之城、玻璃之城-,卡桑德拉·克莱尔,科幻_穿越,6,百度网盘(提取码:6666),https://pan.baidu.com/s/143-GBJk_Gxm6mENvS5YMRA
穿到明朝考科举,五色龙章,科幻_穿越,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1_IukYKJbUtkhzHwLIE69Rg
神奇的魁地奇球,肯尼沃思·惠斯普,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1zyuQT0s33L7Wo-_3HVWzUA
仿生人会梦见电子羊吗,菲利普·迪克,科幻_穿越,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1g-kMy5kb-FBuc6XnN2dpjw
神奇动物在哪里,J. K. 罗琳,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Zgn0Vp1A1B0ls73btsE-3w
虎狼,灰熊猫,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1s7zDUH4uuh2THlfGZc3B0w
人生复本,布莱克·克劳奇,科幻_穿越,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1xz33LurAR9GlXQAvYcSvoQ
唐砖,孑与2,科幻_穿越,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1rsfTOXGtbYzwdRRGKNcl1A
时间足够你爱,罗伯特·海因莱因,科幻_穿越,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1MCvko6XF7K4JzFmzdF_oZg
与拉玛相会,阿瑟·C. 克拉克,科幻_穿越,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1S73Lc5BvnNxv5w192elA6Q
《时间回旋》《时间轴》《时间漩涡》时间三部曲,罗伯特·查尔斯·威尔森,科幻_穿越,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/13jaDFKAl-CpuBvIZnHbHqQ
