书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
写作是最好的自我投资,Spenser,自我管理,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1PTjfLnPWlkbotVmea-WrAg
工作不焦虑：打造积极正向的高绩效团队,德里克·罗杰,自我管理,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1WS5jLK9wMgokXSzJL8O8QQ
终身学习：10个你必须掌握的未来生存法则,丹·苏利文,自我管理,6.6,百度网盘(提取码:6666),https://pan.baidu.com/s/105hq-KIgAbaYPeVaVkOkeQ
至关重要的关系,里德·霍夫曼,自我管理,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1gGo5Zpf_VE2ACNoMhRVErQ
学会写作,刘杨,自我管理,7.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1Ik7gUyBwFWMFd2432P7w0w
深度思考：不断逼近问题的本质,莫琳·希凯,自我管理,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1jVBuCU_y54O_c0MeCmZZxw
美好人生运营指南：哈佛MBA写给你的人生管理课,一稼,自我管理,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/12MvjRVxDhaXclDSV1gMQfQ
创意天才的蝴蝶思考术,奥利维娅•福克斯•卡巴恩,自我管理,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/13_Dh359dIi28UKK6v5zSEQ
忍住！别插手！让孩子独立的自我管理课,高取志津香,自我管理,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1QdBcsNWbJ_fWEjfCee67YA
潜力量：GROW教练模型帮你激发潜能,范恩,自我管理,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1t_RR_g9fulsb0h46SE_7kA
时间看得见-,王潇,自我管理,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1VpJLGYrojFwCFmqCtqn1kg
如何用数据解决实际问题,柏木吉基,自我管理,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1coErgzav_WK25Gtuz5_xQw
最强大脑：为什么人类比其他物种更聪明,乌泽尔,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/13aToHHXo6hCRIenXtlIxTg
最强大脑：人人学得会的记忆力训练术,哈里·洛拉尼,自我管理,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1BFpfWQM0FApQdNjevPYwdQ
最强大脑：魔方墙找茬王郑才千的学神秘笈,郑才千,自我管理,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1yDbCqfWyDf7dGat_O2J2Ew
最强大脑：“逻辑树”词汇记忆法——1秒钟记3个单词的奥秘,优尼创新外语研发中心主编,自我管理,1,百度网盘(提取码:6666),https://pan.baidu.com/s/17jR1jgsImRKr900HsOrebw
麦肯锡笔记思考法,大岛祥誉,自我管理,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1HZQZcDZrCwkwQgcpzgXvxQ
加速：从拖延到高效，过三倍速度人生-张萌,张萌,自我管理,0,百度网盘(提取码:6666),https://u18798378.ctfile.com/dir/18798378-30731248-ac513d/
NLP思维：高效人士都在用的影响力沟通技能,杰里米•拉萨路,自我管理,5.3,百度网盘(提取码:6666),https://pan.baidu.com/s/11vWl-7iD305ViY80qtB_rQ
极简力,小野,自我管理,5.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1ZhrbTn26vFEJEywLfYDHPg
去，过你想要的人生,詹妮•布雷克,自我管理,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/144Yx1x_RUkcN7YHkQR8FEw
麻省理工深度思考法：从模型及动力机制来思考现象,平井孝志,自我管理,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1Us4uqBOy-rOohqMwlALN7g
刻意学习,Scalers,自我管理,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1HdnS79r_EOuMcjt44KsbsQ
横向领导力：不是主管，如何带人成事？,罗杰·费希尔,自我管理,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1o99TMn5N96WiMGc0BZHGZQ
超水平发挥,D.C. 冈萨雷斯,自我管理,6.2,百度网盘(提取码:6666),https://pan.baidu.com/s/14423gcwRlPQrPpn6NG0PbQ
超级自控力：不做习惯的奴隶,申小娜,自我管理,6.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1nN7No3474m3tukEAm34i9w
七堂思维成长课：精英群体的行为习惯,卡罗琳·韦布,自我管理,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1JmmWG0TCgtKAHfL_1eUULA
商业模式新生代（个人篇）： 一张画布重塑你的职业生涯,蒂姆·克拉克,自我管理,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1l3Lvd2vZDfVrPXN6eeYeRg
记忆魔法师,袁文魁,自我管理,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/12fV-q7zO78NkZuuJTvetcg
结构性思维：让思考和表达像搭积木一样有序省力,王琳,自我管理,6.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1meZyORQKB5RusX-rlULpRg
坚持，一种可以养成的习惯,古川武士,自我管理,8,百度网盘(提取码:6666),https://pan.baidu.com/s/11Gc2v8BHEJmZ6ZXPnqm7Kg
精准表达：让你的方案在最短的时间内打动人心,高田贵久,自我管理,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1NqsDM_AsyiToI71guOFv9g
掌控：如何规划自己的时间和生活？,贝南•塔布里兹,自我管理,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/18Q2EEyXcnw21ReNmmwfCdg
别再用勤奋掩饰你的懒惰,阿何,自我管理,6.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1ntQx4viIBZVYVLj2DU9gUw
时机管理：完美时机的隐秘模式,丹尼尔 · 平克,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1F93bdYzQF_sCN5nr1W6s3A
思维导图笔记整理术,胡雅茹,自我管理,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1YxGRSsi0LZPTvtJWU2pKWw
洋葱阅读法,彭小六,自我管理,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1TFV1VZ8jmBPeQ1hg1WVmOA
延展：释放有限资源的无限潜能,斯科特·索南沙因,自我管理,7,百度网盘(提取码:6666),https://pan.baidu.com/s/1xkPVGRoyfAXup89IO55MNQ
征途美国,黄征宇,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1rMxJnRTlw5ENaUdJGFILIA
改变提问，改变人生,梅若李•亚当斯,自我管理,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1Jq8DRqj-K24ftQVeKdtMBA
水平思考：如何开启创造力,德博诺,自我管理,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/147rxfALxeJk8lPu0OseUQw
学习做一个会老的人：终有一天，你我都会步入荆棘之地,拉姆•达斯,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1VDvwWZmeRqSBWhskwern8g
生命向前,迈克尔•海厄特,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1f0ZL7s2sNkHOXWhnJnT6nA
只有偏执狂才能生存：特种经理人的培训手册(新版)-,安迪·格鲁夫,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1tv9fnhWB6fiOKloA6Wmywg
张萌分享青年领导力,张萌,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1w--L4RNlnOma3Dgi2WCQIQ
史上最简单的问题解决手册,麦克•克罗格鲁斯,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Tj8Zo1Vo05BXsQt7m_eCDA
抗压力,久世浩司,自我管理,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1ennkQwYFhqJOPHhW0osjxg
明年更年轻：欧美精英人士逆转生理时钟的关键法则,克里斯·克劳利,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1iHGh9GPBkMpoYIP6q5j5-w
为什么精英都是时间控,桦泽紫苑,自我管理,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/12EWT4cFrjoUr0V9nFZMPog
百岁人生：长寿时代的生活和工作,琳达·格拉顿,自我管理,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1VPyNOjFgE4I84nWHJ1-_sQ
毅力：如何培养自律的习惯（漫画版）,吉姆·兰德尔,自我管理,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1BwjmrdKAMh0Se62FtfYgAA
日常生活中的思维导图,矢岛美由希,自我管理,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1xqjeE5s97QhxqTmu_-aQ2w
富有的习惯,托马斯·科里,自我管理,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1ZwSmhg2J0cJCYCOD7rJWfw
女神进化论,寺主人,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1i2Ain9GlF6pPFerHMpKDvA
美国第一财富励志大师经典（自我激励的100种方法+创造财富的100种方法）,史蒂夫·钱德勒,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1xMOkj8Xg1FaKbnSxsmIsyA
认知升级,理查德•尼斯贝特,自我管理,7,百度网盘(提取码:6666),https://pan.baidu.com/s/1FbyAjSlTKDAr2kchHrdbpQ
认知差：你比人生赢家差在哪？,周桂伊,自我管理,5.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1ioQnglohPIDL8u7HaWYw3A
博赞学习技巧,东尼·博赞,自我管理,7.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1CkQ46TTYBU-6zzTrQJs97w
向上管理：如何正确汇报工作？,蒋巍巍,自我管理,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1Fp1FzOZfFdJTsc5K7SP9Pg
思维力：高效的系统思维-,王世民,自我管理,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1Z7M4nu7PI8X0nN8vL852Mw
哪来的天才？,杰夫·科尔文,自我管理,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1orA4L29wskAU5xdY4QLWnQ
超效率手册：99个史上更全面的时间管理技巧,斯科特·扬,自我管理,7.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1Wl2S639fUp9JpjB0xLNYNA
请停止无效社交,李小墨,自我管理,7.4,百度网盘(提取码:6666),https://pan.baidu.com/s/19Z9oAN2iAfi6bNPPobmqOw
规划力：如何清晰预见成功轨迹,斋藤孝,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1aVbGmWSWegUTNgibYw2W8A
善用时间：90天重塑习惯升级人生,叶武滨 ,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/18onqa2OqYqunEJkId1Un9w
整理情绪的力量,有川真由美,自我管理,6.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1hJMidgRndKxWYulX4JA4rA
如何阅读：一个已被证实的低投入高回报的学习方法,艾比·马克斯·比尔 ,自我管理,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1CVAyDUh9rM23L2tS5SgBnw
子弹笔记术,杉野干人,自我管理,6.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1chr4qcWxLNnCQpap4fNXpA
一生的计划,莱恩·布兰,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1-ZMoD6jjClYcDzQYTt3JyA
生活需要仪式感,李思圆,自我管理,4.9,百度网盘(提取码:6666),https://pan.baidu.com/s/19_mPlszXp9pe_MwhIJZBrA
极客生活：我的第一本科学生活用书,科林·斯图尔特,自我管理,5.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1ZJC1yctztt8pdEyekX44-A
人生困境整理术,李子勋,自我管理,6.3,百度网盘(提取码:6666),https://pan.baidu.com/s/15EnB_1mkjqcM98qoXhXeoQ
一万小时定律,张笑颜,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1DDXFd-8gjsgDMCAKhQq_2Q
思维导图阅读与写作系列（套装共3册）：思维导图阅读法+高分作文秘笈+创意高手的超强思考工具,胡雅茹,自我管理,5.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1XmSdV8_qlN5SfMRU38nklw
请停止无效努力：如何用正确的方法快速进阶,孙圈圈,自我管理,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1qBi4ByEXOHkG6fJ4YG_iDg
一流成功人士早餐前都做什么,万德坎姆,自我管理,6.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1uNp1O7WVY6lwbVxQzpSPZg
学会学习：从认知自我到高效学习,斋藤孝,自我管理,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1a9DG9pQ_6rf_pxhqCjHc-Q
慢的力量,霍尔鲍姆,自我管理,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1xtHIXywrhGrJ90pyBLKF1g
