书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
解读基金：我的投资观与实践,季凯帆,投资_股票_金融_经济,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1_8HDtV8kMKV-pSOv30tx2g
穿透财报，发现企业的秘密,薛云奎,投资_股票_金融_经济,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1LefYIfw6p89kq0QcJMHZdQ
一分钟百万富翁大全集,凡禹,投资_股票_金融_经济,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1n20gF5G6K7Uc088RentNuw
与天为敌：风险探索传奇,伯恩斯坦,投资_股票_金融_经济,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1azfnsC66m9eMB8rvY7gElg
一件T恤的全球经济之旅,皮翠拉•瑞沃莉,投资_股票_金融_经济,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1RjaS7B6UTNBKr1iH9DgRCQ
牛奶可乐经济学,罗伯特·弗兰克,投资_股票_金融_经济,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1UXmtcpqUsANeGTV-sSesjA
从资本家手中拯救资本主义,拉古拉迈・拉詹,投资_股票_金融_经济,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1kw9SAdt43Q97rttHIKSs2Q
一个农民的亿万传奇,傅海棠,投资_股票_金融_经济,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1ZA_ryf1xWoOBm96otdXl-w
理财就是理生活,艾玛·沈,投资_股票_金融_经济,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1Vro2GjtPof50tACH4CnGNA
金融帝国：美国金融霸权的来源和基础,迈克尔·赫德森,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1xD6_DK3hUQrgJNBSKbjZVg
大鳄三部曲,仇晓慧,投资_股票_金融_经济,7,百度网盘(提取码:6666),https://pan.baidu.com/s/1yo-NqJsZgti0unVnBVs6dA
赤裸裸的经济,查尔斯·韦兰,投资_股票_金融_经济,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1q5moxDttfowJSbMWnvnHwA
远离迷茫，从学会赚钱开始,曾鹏宇,投资_股票_金融_经济,6.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1Lp8wCvUPM48-F49uoerUmQ
多难登临录：金融危机与中国前景,张五常,投资_股票_金融_经济,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1iUQnUtonajbhUDkBMpx5kA
小学二年级就能读懂的经济学,坂井丰贵,投资_股票_金融_经济,7.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1SZaO20LUxCuQGXHqysx69Q
国家命运：中国未来经济转型与改革发展,吴敬琏,投资_股票_金融_经济,7.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1k2oblmKmN33WWa9KY_SLgQ
通往奴役之路,哈耶克,投资_股票_金融_经济,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1E8snqpCYHOZTImFV5Z7o1A
嚣张的特权,艾肯格林,投资_股票_金融_经济,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1DkKrPbyZNh4KqK0z3YlIVg
经济学及赋税之原理,里嘉图,投资_股票_金融_经济,6.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1HMHe5XOwAz5Mv61AB6kDMQ
用经济思维看懂世界格局,西瓜子,投资_股票_金融_经济,7.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1Q3jGS-W6Br69HtGZ2QBa7w
战胜一切市场的人,爱德华·O·索普,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1dwvj5mKTqiZdLyNTMKzrMg
独立，从财富开始：水湄物语的理财20课,水湄物语,投资_股票_金融_经济,5.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1pCN8TctvGYUaywyHIHRj0Q
不平等，我们能做什么,安东尼·阿特金森,投资_股票_金融_经济,6.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1h8FKrBky9GYinVnd-8G3KA
一本书看透信贷：信贷业务全流程深度剖析,何华平,投资_股票_金融_经济,8.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1BJBVp5jVHFxm1QoxW_TGtg
一转念,兰小欢,投资_股票_金融_经济,8,百度网盘(提取码:6666),https://pan.baidu.com/s/17E0cAkF78cbaTdQOd1Mf6w
坚定不移,保罗•沃尔克,投资_股票_金融_经济,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1Lz1OWALskXjWar2RHyd2zQ
美国陷阱,弗雷德里克·皮耶鲁齐,投资_股票_金融_经济,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1_NY_Fah_nqCNqLIKm35rJw
资本的秘密：金融危机与大萧条经济周期的规律,西奥多•E•伯顿,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1jvqNTItO1NKFZ1r1UBMHOQ
第三次工业革命,杰里米•里夫金,投资_股票_金融_经济,7.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1DHqVw1mhmFMSc-9EZmAjWg
查理·芒格的投资思想,戴维·克拉克,投资_股票_金融_经济,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1NRCmqlcqNbmYPQanUcq5og
适应性市场,罗闻全,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1snCisNWInz4j1nfm4FSbSw
